prob_pos,prob_neg
0.5617496174182715,0.6976194842149277
0.8624592606396881,0.1182335954876157
0.18196467218705034,0.1133333333333334
0.4613552797235805,0.23317669079554337
0.3970947148571835,0.025833015024191663
0.9254606728111399,0.0051000000000001044
0.11903771042096353,0.3567831967850915
0.592563803024986,0.11389584519456752
0.22153558707838747,0.03581859193819992
0.772908330963168,0.09936301822540361
0.9510786998158249,0.01416666666666655
0.41665551564259024,0.17816459239900373
0.8040782760427209,0.0886062271062269
0.8682222617209095,0.29089783810982484
0.8327391888746601,0.29113893099117205
0.6658199521812523,0.3616603976649434
0.9496593487921403,0.020590462043403313
0.6998492272139701,9.433962264149276e-05
0.9569300838071391,0.020000000000000018
0.7894851445225369,0.03452595319077645
0.9564983559705648,0.1064204752059823
0.9487894288700198,0.10878472222222224
0.9345666868473156,0.07287012987012986
0.8605968115711093,0.024370370370370487
0.8582943227046865,0.07111674233625465
0.7949720202872644,0.05202599773146899
0.9585180924225234,0.03333333333333344
0.7760998628730755,0.12389438451992774
0.7618782705959123,0.08672037037037028
0.9121276059370166,0.13183209027559073
0.9316135563457333,0.06650260085331905
0.9518033374969843,0.24086934134851334
0.9105583807993795,0.14669862106801224
0.6892537718762047,0.05147713032581469
0.9182168101282339,0.48851723242550893
0.876802223580807,0.03283333333333327
0.8925523444006564,0.03484313725490196
0.8524868463123141,0.0570034305317324
0.3950318024319235,0.0580388471177945
0.7909649893432652,0.04132650507650515
0.9552025653565203,0.007421428571428468
0.7056856346659798,0.13401241242417716
0.9551103994579028,0.053780448717948515
0.9651443497485447,0.10855125639200536
0.7707611065363839,0.02713178294573637
0.9408014180921423,0.1697457264957264
0.5398327672687756,0.0050000000000000044
0.8290871817629357,0.005538888888888871
0.3569991289181385,0.03496037296037291
0.21142431954753832,0.049696048328452536
0.8276787461958461,0.16437822240652433
0.2911808290531187,0.8091567322162515
0.9548238443611526,0.11148426595961236
0.919768629908643,0.21330620617346152
0.4870443011198209,0.012300834394925797
0.919768629908643,0.011023114023113956
0.924740979218082,0.0162401023345059
0.9159511996159462,0.1417406995051732
0.9400536047725383,0.40360483594280805
0.934913180535943,0.25870065176330104
0.95393560225066,0.09953869047619035
0.9424288264733724,0.09495098039215688
0.948037308562787,0.45170100039384076
0.9017724673554529,0.5128007671999598
0.9334403192680544,0.0438993843769786
0.9597383964703877,0.10516666666666663
0.1976743195475383,0.252146111316102
0.7536234458713791,0.0252941176470588
0.9013958958155324,0.37001667321693765
0.5213572315090722,0.2858532835551618
0.6789210018743621,0.096425741976785
0.8660158471679952,0.08902802359512962
0.7141056171311833,0.16955707486957483
0.8231562710480235,0.7743365700085101
0.38619934522417443,0.15043957479055847
0.7835007334712255,0.2125064552767687
0.3531229650995288,0.2499622606583647
0.9352461113180975,0.16483819935588329
0.8433167790777877,0.026666666666666616
0.9486425204486311,0.030390096618357454
0.9573286849907278,0.0681760495793513
0.4603757395482112,0.14084734448945369
0.9472058321650718,0.08746221773394025
0.7735606971728097,0.02722041847041856
0.9097492641389266,0.18312061403508784
0.7979773309178492,0.0022534305317324366
0.9107005400266207,0.4787877018731437
0.3351744241261249,0.4218197623101285
0.26881640996852313,0.19949155658844175
0.683174046962359,0.15661396936396943
0.3768798232163055,0.09229067170240424
0.2956266339384163,0.5678133272140238
0.8006150917655956,0.04772492199326439
0.8146921888553246,0.4951978664959654
0.15466802146934702,0.0677281746031746
0.587185154944692,0.29229480469041524
0.9482783485335667,0.0008497316636849606
0.14966802146934702,0.05232142857142863
0.49684081680714415,0.25250276112776104
0.8265167415913389,0.03500000000000003
0.43877305391217036,0.1952380697848406
0.9467310265534704,0.9329296188023242
0.9588425884181048,0.02009433962264151
0.554425256371879,0.0213888888888889
